,location_easting_osgr,location_northing_osgr,longitude,latitude,number_of_vehicles,number_of_casualties,day_of_week,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions_5,light_conditions_6,light_conditions_7,weather_conditions_Fog or mist,weather_conditions_Raining + high winds,weather_conditions_Raining no high winds,weather_conditions_Snowing + high winds,weather_conditions_Snowing no high winds,road_surface_conditions_3,road_surface_conditions_4,road_surface_conditions_9,day,month
3021,530286,177940,-0.124995,51.485414,2,1,4,3,3036,2,30,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,25,1
3022,523754,172103,-0.221061,51.434422,1,1,3,6,0,6,20,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2
3023,531087,179151,-0.113017,51.496112,2,1,2,3,3203,6,20,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,1
3024,532503,173022,-0.094926,51.440704,2,1,2,3,205,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
3025,518393,182628,-0.294622,51.53016,2,1,5,3,40,3,50,1,4,3,406,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2
3026,544425,183952,0.08096,51.536005,1,1,7,3,123,6,30,9,4,3,124,0,1,0,0,0,0,0,0,0,0,0,0,1,18,3
3027,524428,186189,-0.206407,51.560866,1,1,2,3,407,9,20,6,4,6,0,9,4,0,0,0,0,0,1,0,0,0,0,1,9,1
3028,538328,181023,-0.008039,51.51121,2,1,1,3,13,3,30,9,2,3,102,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3
3029,525201,174543,-0.199393,51.456033,2,1,7,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
3030,525385,190924,-0.19092,51.603207,2,1,2,3,598,9,20,99,2,6,0,9,5,0,0,0,0,0,0,0,0,0,0,0,13,3
3031,535806,196075,-0.038543,51.64708,2,1,7,3,110,6,30,0,-1,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,8,4
3032,528629,175485,-0.149739,51.463731,2,3,2,3,3216,3,20,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,13,3
3033,509045,179339,-0.430344,51.502479,2,1,3,3,437,9,-1,1,4,3,437,0,8,0,0,0,0,0,1,0,0,0,0,1,14,3
3034,530522,181533,-0.12027,51.517649,1,1,4,3,40,6,30,6,2,3,4200,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
3035,541997,185694,0.046679,51.552273,3,3,3,3,117,6,20,3,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,3
3036,521199,189104,-0.25196,51.587766,2,1,7,6,0,9,30,3,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,28,1
3037,538957,181302,0.001129,51.513563,1,1,6,3,13,3,30,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
3038,522116,175488,-0.243446,51.465199,2,1,5,3,205,6,20,6,2,3,306,0,5,0,0,0,0,0,0,0,0,0,0,0,9,2
3039,527504,184454,-0.162686,51.544588,2,1,4,5,0,6,20,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3040,540938,172236,0.026046,51.431607,2,1,4,4,226,6,30,9,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4
3041,538633,184317,-0.002351,51.540735,1,1,2,6,0,2,20,1,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1
3042,537632,191086,-0.014127,51.601806,2,1,6,6,0,2,20,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
3043,535246,175816,-0.054417,51.465164,2,1,6,6,0,9,30,9,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,1,7,4
3044,530176,170462,-0.129328,51.418237,3,1,6,6,0,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2
3045,534998,178714,-0.056878,51.491266,2,1,1,3,2206,9,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
3046,541350,177063,0.033895,51.474879,2,1,2,3,207,3,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2
3047,526615,177541,-0.177979,51.482661,2,1,2,3,3217,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
3048,528342,179839,-0.152287,51.502924,1,1,1,3,4,1,20,1,2,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,19,3
3049,530344,172851,-0.126035,51.439668,2,1,4,3,23,3,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
3050,533533,179910,-0.077515,51.502361,2,1,1,3,100,3,20,6,2,3,200,0,5,0,0,0,0,0,0,0,0,0,0,0,12,3
3051,531877,173752,-0.103656,51.44741,3,1,7,3,215,6,20,99,9,6,0,9,4,0,0,0,0,1,0,0,0,0,0,0,7,1
3052,536806,187467,-0.027455,51.569487,1,2,2,3,104,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
3053,516403,181802,-0.323569,51.523149,2,1,5,4,452,6,20,3,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,3
3054,543399,186057,0.067034,51.55518,2,1,6,3,406,1,50,1,4,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3
3055,548414,188883,0.140511,51.579276,1,1,3,6,0,3,30,3,4,3,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
3056,550562,182425,0.168725,51.520682,3,1,5,5,0,1,50,1,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
3057,523538,176994,-0.22246,51.478425,2,1,6,6,0,6,20,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2
3058,545364,164063,0.086326,51.35705,2,2,7,3,21,6,30,0,-1,0,-1,9,9,0,0,0,0,0,0,0,0,0,0,0,11,2
3059,528274,186371,-0.150889,51.561641,2,1,3,5,0,1,20,2,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,21,3
3060,529120,190014,-0.137354,51.594186,2,1,7,6,0,9,20,99,9,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,28,1
3061,521749,180298,-0.24707,51.508507,2,1,3,6,0,6,20,7,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,4
3062,534729,166709,-0.065314,51.383448,2,5,1,3,222,6,30,3,2,3,215,0,4,0,0,0,0,0,0,0,0,0,0,0,5,2
3063,541396,190218,0.039835,51.593075,1,1,7,3,1400,3,40,0,-1,0,-1,2,4,0,0,0,0,0,0,0,0,0,0,0,7,1
3064,540659,174066,0.022761,51.44812,1,1,7,3,205,3,30,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
3065,526617,184393,-0.175492,51.544239,2,1,6,3,41,3,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3066,530901,181035,-0.114996,51.513086,2,1,4,3,4,6,20,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
3067,530206,180814,-0.125087,51.51126,4,5,6,6,0,6,20,9,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
3068,538523,180674,-0.005368,51.508026,1,3,7,3,1261,3,40,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
3069,527351,192893,-0.161833,51.620461,2,1,4,4,550,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
3070,534958,184913,-0.055082,51.546981,2,1,6,3,107,2,20,9,9,3,107,0,5,0,0,0,0,0,0,0,0,0,0,0,27,1
3071,524895,165685,-0.206913,51.376492,1,1,6,6,0,6,30,8,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,3
3072,531913,182981,-0.099693,51.530338,2,1,6,3,501,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
3073,541924,188051,0.046577,51.57347,2,2,7,3,406,3,70,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
3074,534118,185399,-0.067004,51.551548,2,1,3,5,0,6,20,6,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,3
3075,538643,193579,0.001447,51.62396,6,1,4,5,0,6,20,2,4,4,160,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1
3076,540364,168844,0.016452,51.401269,1,1,5,5,0,6,30,3,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1
3077,512782,178952,-0.37665,51.498268,2,1,1,3,3005,6,20,1,4,3,3005,0,5,0,0,0,0,0,0,0,0,0,0,0,19,3
3078,510647,173205,-0.409192,51.447035,2,1,4,3,244,6,20,99,9,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,3
3079,532052,179267,-0.09908,51.49693,2,1,4,3,3,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3
3080,529011,185197,-0.140694,51.550923,1,1,4,3,400,6,20,3,2,5,0,0,5,0,0,0,0,0,1,0,0,0,0,0,15,3
3081,522528,165816,-0.240859,51.378184,2,1,4,3,2043,6,30,6,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,3
3082,530954,178125,-0.115312,51.486923,1,1,3,3,3204,6,30,3,4,6,0,2,8,0,0,0,0,0,0,0,0,0,0,0,24,1
3083,537887,180122,-0.014742,51.503221,1,1,5,6,0,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
3084,527543,189618,-0.160251,51.590986,2,1,5,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
3085,533656,187168,-0.072991,51.567555,2,1,3,3,10,6,30,9,4,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,10,1
3086,533906,190627,-0.068068,51.598579,2,1,4,3,1010,6,20,6,2,4,137,0,5,0,0,0,0,0,0,0,0,0,0,0,29,3
3087,517565,183017,-0.306423,51.533829,1,1,2,6,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,1
3088,543863,182842,0.072409,51.526174,1,1,1,3,406,3,50,5,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
3089,539603,181225,0.010402,51.512712,1,1,3,3,1011,6,20,3,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,1
3090,531964,173850,-0.102368,51.44827,2,4,1,3,215,6,20,3,4,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,1
3091,534306,175464,-0.068074,51.462224,2,1,6,3,2214,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
3092,539055,179590,0.001866,51.498155,2,1,7,3,102,3,30,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
3093,525528,183475,-0.191515,51.536232,2,1,5,3,5,6,20,3,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,19,1
3094,528788,181414,-0.14529,51.516977,2,1,2,3,5204,2,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2
3095,544106,185073,0.076822,51.546159,1,1,7,3,123,6,30,3,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,2
3096,534108,177172,-0.070275,51.47762,3,2,2,4,215,6,20,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
3097,550782,176242,0.169255,51.465069,1,1,2,6,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
3098,529072,173186,-0.144204,51.442969,2,1,3,5,0,6,20,99,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,4,4
3099,534968,181851,-0.056111,51.519463,1,1,7,6,0,9,20,3,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,15,4
3100,546800,187025,0.116459,51.563004,2,1,6,3,1083,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
3101,534271,176566,-0.068159,51.472136,1,1,6,3,2215,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
3102,524888,180532,-0.20178,51.509925,2,1,5,6,0,6,20,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
3103,538804,188898,0.00192,51.581858,2,1,4,3,114,6,30,7,2,3,104,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3
3104,522223,178641,-0.240817,51.493513,1,1,4,3,315,3,20,9,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,4
3105,537419,190217,-0.017541,51.594049,1,1,4,6,0,9,30,3,4,3,112,9,4,0,0,0,0,0,0,0,0,0,0,0,1,3
3106,546985,170330,0.112181,51.412946,3,2,7,3,20,3,50,5,4,3,224,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
3107,538004,186684,-0.010488,51.562159,1,1,2,3,112,6,30,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
3108,526645,184347,-0.175105,51.543819,2,1,2,5,0,3,20,6,2,3,41,0,5,0,0,0,0,0,1,0,0,0,0,0,20,3
3109,532959,196001,-0.079695,51.647095,2,1,6,3,105,6,20,3,4,3,105,0,1,0,0,0,0,0,0,0,0,0,0,0,17,3
3110,540453,186952,0.024926,51.563963,2,1,6,3,114,1,30,1,4,3,116,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3
3111,551126,190611,0.180363,51.594082,1,1,2,5,0,6,30,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,1
3112,512713,183859,-0.376076,51.542385,4,1,4,3,40,3,40,1,4,3,312,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3113,530626,177945,-0.1201,51.485381,2,1,1,3,202,6,20,9,9,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,1
3114,547201,171096,0.115603,51.419772,2,1,6,3,211,3,20,99,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,24,2
3115,519970,166615,-0.277325,51.385911,2,1,3,6,0,6,20,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
3116,527845,180990,-0.159027,51.513381,1,1,5,3,40,1,20,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
3117,534421,177723,-0.065561,51.482497,3,1,7,4,216,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
3118,533708,192444,-0.070233,51.614954,2,1,5,6,0,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2
3119,515466,168676,-0.341352,51.405369,2,1,5,3,308,1,20,1,4,3,309,0,1,0,0,0,0,0,0,0,0,0,0,0,23,3
3120,528912,182163,-0.143231,51.52368,2,2,1,3,501,2,20,7,2,5,0,9,5,0,0,0,0,0,1,0,0,0,0,0,19,3
3121,511258,173093,-0.400438,51.445909,2,1,3,3,312,6,30,7,2,3,312,0,4,0,0,0,0,0,0,0,0,0,0,0,31,1
3122,543557,179127,0.06649,51.49287,1,1,3,3,206,6,20,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
3123,525530,184800,-0.191014,51.548139,2,1,7,4,510,6,20,3,2,4,520,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
3124,522746,184798,-0.231144,51.548733,2,1,4,6,0,9,20,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3125,512279,183657,-0.382396,51.540656,1,2,3,3,312,9,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
3126,543568,186409,0.069614,51.5583,2,2,3,3,118,7,30,99,9,3,118,0,9,0,0,0,0,0,1,0,0,0,0,0,3,1
3127,528167,176344,-0.156075,51.471555,2,1,2,6,0,9,20,99,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,13,2
3128,531860,171532,-0.104727,51.427464,2,1,4,3,215,6,30,99,9,6,0,9,9,0,0,0,0,0,1,0,0,0,0,0,29,3
3129,517689,163546,-0.311105,51.358805,2,1,6,3,243,6,30,3,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,3
3130,531170,176509,-0.112802,51.47235,2,1,5,3,23,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
3131,522759,175385,-0.23423,51.464134,2,1,2,3,205,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
3132,536939,171767,-0.031625,51.428372,2,1,6,6,0,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
3133,531658,189297,-0.101004,51.587156,2,2,3,3,105,2,20,3,2,3,105,0,4,0,0,0,0,0,1,0,0,0,0,0,10,1
3134,517021,180532,-0.315087,51.511608,2,1,1,3,4020,2,30,3,4,6,0,9,9,0,0,0,0,0,0,0,0,0,0,1,29,1
3135,516119,181100,-0.327892,51.516899,2,1,5,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3
3136,524098,188864,-0.210221,51.584979,1,2,1,3,406,3,40,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
3137,542139,183435,0.047814,51.531939,2,1,1,3,124,6,30,3,4,4,109,0,5,0,0,0,0,0,0,0,0,0,0,0,2,4
3138,548066,185461,0.134052,51.548621,2,1,7,5,0,2,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
3139,543220,179225,0.061679,51.493836,1,1,5,3,206,1,30,1,4,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,3
3140,534957,181904,-0.056249,51.519942,2,1,2,3,11,2,30,9,2,3,107,0,5,0,0,0,0,0,0,0,0,0,0,0,23,1
3141,531073,175570,-0.114546,51.463934,1,1,2,3,23,3,20,3,3,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,1
3142,520156,190567,-0.266507,51.601138,2,1,3,5,0,9,30,3,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,1,7,3
3143,525241,172167,-0.199658,51.434671,1,1,1,6,0,6,20,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,1
3144,535048,195659,-0.049653,51.643524,1,2,7,5,0,3,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
3145,543448,182476,0.066282,51.522991,6,2,3,3,13,3,50,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2
3146,527441,173288,-0.167622,51.444255,2,1,3,4,229,2,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2
3147,545130,183258,0.090831,51.529588,2,1,1,3,13,3,50,0,-1,0,-1,0,9,0,0,0,0,0,0,0,0,0,0,0,22,1
3148,518364,175553,-0.297411,51.466579,2,1,4,3,307,6,20,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18,1
3149,531181,177576,-0.112248,51.481936,2,1,2,3,3,6,30,6,2,3,202,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4
3150,536584,187422,-0.030674,51.569136,2,1,7,6,0,2,20,8,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1
3151,540174,175843,0.01649,51.464209,1,1,2,6,0,6,30,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
3152,534975,190599,-0.052655,51.598072,3,3,7,3,1055,6,40,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
3153,537348,181869,-0.021823,51.519051,2,1,1,4,140,6,20,9,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,2
3154,531586,192363,-0.100894,51.614725,3,2,7,3,406,3,40,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1
3155,548359,186901,0.138882,51.561482,2,1,5,3,1083,7,30,0,-1,0,-1,9,4,0,0,0,0,0,1,0,0,0,0,0,9,3
3156,550099,189203,0.164947,51.581706,2,2,1,5,0,3,50,7,2,3,12,0,5,0,0,0,0,0,0,0,0,0,0,0,26,2
3157,531665,162343,-0.110934,51.34493,2,1,1,5,0,6,30,9,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,3
3158,534823,191682,-0.054432,51.60784,2,2,7,4,137,1,30,1,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25,3
3159,540490,167837,0.017864,51.392189,2,1,5,4,2212,6,30,3,4,4,265,0,9,0,0,0,0,0,0,0,0,0,0,0,19,1
3160,529058,187952,-0.139006,51.57567,2,1,6,6,0,9,20,99,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,13,1
3161,551957,188201,0.191309,51.572206,3,1,2,5,0,1,30,2,4,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,23,1
3162,523917,176970,-0.217014,51.478127,3,3,4,3,219,6,30,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
3163,541397,165099,0.029803,51.36736,5,4,4,3,232,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
3164,527680,182213,-0.160961,51.524409,2,2,3,3,41,3,20,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,2
3165,533551,185203,-0.075251,51.549921,2,1,1,3,10,6,20,3,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1
3166,539152,176946,0.002221,51.474372,2,1,4,6,0,6,20,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3167,533879,179664,-0.072626,51.500068,2,1,2,3,200,6,30,3,4,3,200,0,4,0,0,0,0,0,0,0,0,0,0,0,30,1
3168,532898,162617,-0.093138,51.347105,2,1,1,4,269,6,20,3,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,3
3169,532219,178513,-0.096958,51.490115,2,1,6,3,215,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
3170,540727,177549,0.025124,51.479401,1,1,4,4,210,2,30,9,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
3171,531741,196715,-0.09702,51.653797,2,1,6,3,110,6,30,1,4,3,1005,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
3172,525035,162469,-0.206032,51.347558,2,2,3,3,217,3,40,7,2,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,4,4
3173,549949,174330,0.156462,51.448111,2,1,2,3,223,7,30,5,4,3,223,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2
3174,529800,180932,-0.130891,51.512414,2,1,5,3,401,9,20,99,9,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,3
3175,519775,186355,-0.273441,51.563364,2,1,5,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
3176,511867,171823,-0.39208,51.434374,2,1,7,3,314,1,20,1,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,2
3177,525184,185819,-0.195639,51.557374,2,1,3,3,41,6,20,6,2,4,510,0,5,0,0,0,0,0,0,0,0,0,0,0,7,2
3178,550081,189268,0.164715,51.582295,2,1,1,5,0,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4
3179,512144,172495,-0.387884,51.44036,1,1,1,3,312,3,30,3,4,6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,12,3
3180,524635,179051,-0.205946,51.496671,2,1,4,3,315,6,20,6,2,3,3220,9,5,0,0,0,0,0,0,0,1,0,0,0,8,3
3181,529892,193579,-0.124895,51.626046,1,1,1,3,1004,9,30,3,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,1
3182,532254,190728,-0.091867,51.599876,2,1,5,3,1080,6,30,3,2,6,0,9,5,0,0,0,0,0,0,0,0,0,0,0,13,4
3183,532034,183778,-0.097651,51.537472,1,1,4,6,0,2,20,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4
3184,525392,182914,-0.193674,51.531221,3,1,6,4,414,6,20,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
3185,505300,178323,-0.484582,51.494056,3,3,1,1,4,3,70,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
3186,533471,183653,-0.076991,51.536011,2,1,7,3,10,6,20,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3
3187,535614,182985,-0.046369,51.529498,2,2,2,4,135,6,20,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4
3188,521795,183385,-0.245341,51.53624,1,1,7,3,404,6,30,6,2,3,4000,0,5,0,0,0,0,0,0,0,0,0,0,0,18,2
3189,527600,174997,-0.16472,51.459578,2,1,4,6,0,6,30,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
3190,515005,188598,-0.341491,51.584515,1,1,6,5,0,6,30,3,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,3
3191,533938,184398,-0.069979,51.542596,2,1,6,4,108,6,30,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2
3192,543800,178978,0.069927,51.49147,1,1,5,3,206,3,30,3,4,3,206,0,1,0,0,0,0,0,0,0,0,0,0,0,23,2
3193,537166,176958,-0.026351,51.474965,2,1,1,3,2,6,30,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,26,3
3194,518491,187907,-0.291433,51.577584,1,1,1,5,0,6,30,3,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,3
3195,516115,174318,-0.330178,51.455945,2,1,3,3,316,1,40,1,4,3,310,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1
3196,539380,175209,0.004818,51.458707,2,1,2,3,20,6,20,99,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
3197,540428,176063,0.020231,51.466123,2,1,4,6,0,6,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
3198,530432,183008,-0.121021,51.530925,2,3,3,3,501,3,30,6,2,3,5203,0,4,0,0,0,0,0,0,0,0,0,0,0,28,2
3199,525558,190098,-0.188718,51.595746,1,1,4,3,504,6,30,1,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,3
3200,529890,187403,-0.127209,51.570546,2,2,2,5,0,6,20,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,4
3201,519889,184283,-0.272503,51.544719,2,1,4,3,406,3,30,7,2,3,404,9,5,0,0,0,0,0,0,0,0,0,0,0,18,1
3202,528572,190163,-0.145206,51.595651,2,1,6,4,550,9,20,3,2,4,106,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3
3203,531960,179126,-0.100457,51.495685,2,1,2,3,201,1,20,1,4,3,201,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3
3204,505974,183823,-0.473224,51.543366,2,1,1,3,4020,1,40,1,4,4,483,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
3205,533947,168362,-0.075922,51.398487,1,2,1,3,213,6,30,3,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,1
3206,530443,173751,-0.12428,51.447733,2,1,5,3,23,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
3207,529668,184927,-0.131323,51.548346,2,1,3,3,5200,2,20,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
3208,523243,191434,-0.221654,51.608263,1,1,4,5,0,3,30,7,2,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,1
3209,526671,180763,-0.176018,51.511605,2,1,3,3,402,6,20,3,2,3,4209,0,5,0,0,0,0,0,0,0,0,0,0,0,21,2
3210,525449,179510,-0.194063,51.500616,2,1,1,3,315,6,30,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
